run_id,created_at,updated_at,status,system_type,scenario,root_step_id,user_id,tags
0debcf2e-073a-4a72-804c-8db937fcfd87,2026-01-26T12:57:23.661950+00:00,2026-01-26T12:57:30.760950+00:00,completed,claude,data_backup_verify,cc852571-76ef-4397-812b-6358669d7b25,poc-user-08,"[""data_backup_verify"", ""claude"", ""generated""]"
997b1681-887a-4512-8db9-b53fb6a1e556,2026-01-27T11:49:13.661950+00:00,2026-01-27T11:49:22.082950+00:00,completed,other,ci_pipeline_debug,39471fd2-e503-4518-a78b-2c574bbd565d,poc-user-02,"[""ci_pipeline_debug"", ""openai"", ""generated""]"
982fb3d2-4533-4b16-9825-112df4bea263,2026-01-23T01:04:12.661950+00:00,2026-01-23T01:04:30.481950+00:00,failed,openclaw,market_research,2d4db421-fb20-4d3b-b1a2-29770a00e128,poc-user-10,"[""market_research"", ""openclaw"", ""generated""]"
eb81536c-9395-41d0-9667-51b0bbb4a0c2,2026-01-25T08:20:38.661950+00:00,2026-01-25T08:20:45.874950+00:00,completed,other,crm_data_enrichment,99b6c6aa-6f04-44e9-b6d2-d69a8165c8c7,poc-user-10,"[""crm_data_enrichment"", ""openai"", ""generated""]"
22cb6124-a2f8-420b-92c5-baaa198d5fd8,2026-01-27T14:36:12.661950+00:00,2026-01-27T14:36:17.527950+00:00,completed,claude,lead_scoring,8fa8ca47-bc02-4d7b-8382-44fdc1783274,poc-user-07,"[""lead_scoring"", ""claude"", ""generated""]"
f60066c8-4854-42fe-b164-f44ef54508cb,2026-01-25T10:10:46.661950+00:00,2026-01-25T10:11:00.278950+00:00,failed,openclaw,capacity_planning,d0d05078-ad09-493b-9a13-5993c3ca78e3,poc-user-06,"[""capacity_planning"", ""openclaw"", ""generated""]"
dbd60639-8f2d-4529-b65b-735b9ca27c56,2026-01-24T09:04:22.661950+00:00,2026-01-24T09:04:36.299950+00:00,completed,other,market_research,b3f4bf8f-eca6-48bb-98e5-9186273e64b9,poc-user-08,"[""market_research"", ""openai"", ""generated""]"
64db91f9-cdcc-455d-b8f4-770efe0dc40d,2026-01-24T14:27:10.661950+00:00,2026-01-24T14:27:20.208950+00:00,completed,openclaw,onboarding_workflow,34598814-5618-448b-93a1-03881fe50173,poc-user-06,"[""onboarding_workflow"", ""openclaw"", ""generated""]"
9f90f8ec-953a-49d6-930c-d291a9ccb331,2026-01-24T12:16:28.661950+00:00,2026-01-24T12:16:31.548950+00:00,completed,mock,ad_copy_writing,fd6f456c-644d-4ac4-acd8-2434b4881992,poc-user-04,"[""ad_copy_writing"", ""mock"", ""generated""]"
b1e5587a-003d-4155-854d-4e7ec466c2a7,2026-01-23T12:43:27.661950+00:00,2026-01-23T12:43:49.304950+00:00,completed,openclaw,data_analysis,952dfa44-0bd1-4501-bc10-b0fa47f409e2,poc-user-08,"[""data_analysis"", ""openclaw"", ""generated""]"
bd1f0e48-40cb-4679-b010-6e6fc0bf3a6b,2026-01-23T08:25:09.661950+00:00,2026-01-23T08:25:12.881950+00:00,completed,openclaw,simple_lookup,f5f7ca09-31ac-410e-9f12-f74f45a7cf4d,poc-user-02,"[""simple_lookup"", ""openclaw"", ""generated""]"
181a0f08-593c-4c2e-a210-5a2f6992fc32,2026-01-24T10:47:28.661950+00:00,2026-01-24T10:47:32.750950+00:00,completed,mock,data_backup_verify,a7f032cf-2a85-45e8-9369-ec484909a6a5,poc-user-08,"[""data_backup_verify"", ""mock"", ""generated""]"
523661cc-a6c7-4779-a574-5499f05edebf,2026-01-24T10:52:29.661950+00:00,2026-01-24T10:52:36.395950+00:00,completed,claude,proposal_generation,fc72cbe5-f894-450d-9452-f8397000bc34,poc-user-01,"[""proposal_generation"", ""claude"", ""generated""]"
a078d77c-9000-40ab-a23c-d6520c9dba77,2026-01-24T14:00:14.661950+00:00,2026-01-24T14:00:28.953950+00:00,completed,other,data_analysis,3fa0cb4a-93f2-479c-b458-31ed8268f1ae,poc-user-03,"[""data_analysis"", ""openai"", ""generated""]"
c58c4555-e3b9-45cc-90c2-f0167e8f9d20,2026-01-23T17:51:51.661950+00:00,2026-01-23T17:52:04.438950+00:00,completed,other,research_summarizer,5f126b7e-7ba9-4f08-8d5e-0afa6a7d6295,poc-user-05,"[""research_summarizer"", ""openai"", ""generated""]"
9e02baac-51f2-4d1f-a4aa-69f4547088b7,2026-01-25T09:18:29.661950+00:00,2026-01-25T09:18:42.837950+00:00,completed,other,incident_response,f855ca67-5957-4db7-93de-61e9f6c63f24,poc-user-08,"[""incident_response"", ""openai"", ""generated""]"
9481d8eb-f3f6-40c0-b296-1291d07a5c27,2026-01-27T09:23:00.661950+00:00,2026-01-27T09:23:06.362950+00:00,completed,other,expense_report,30d60fb5-3d28-4366-9061-dc98d97cc0cc,poc-user-07,"[""expense_report"", ""openai"", ""generated""]"
2c250665-093f-4391-b053-28144b700872,2026-01-24T09:01:37.661950+00:00,2026-01-24T09:01:43.922950+00:00,completed,claude,schema_optimization,b2c3574e-b2e6-4744-b3eb-d2d16d6c1da2,poc-user-02,"[""schema_optimization"", ""claude"", ""generated""]"
e5c75040-fb39-4f57-a2ac-4cf79b64d56a,2026-01-25T07:06:31.661950+00:00,2026-01-25T07:06:39.844950+00:00,completed,other,ci_pipeline_debug,2eaf886e-ec65-4f13-b1ab-2eb2cfef1195,poc-user-06,"[""ci_pipeline_debug"", ""openai"", ""generated""]"
27ca7f9c-d0a3-429d-90e0-dc7aadab7dfa,2026-01-23T18:56:02.661950+00:00,2026-01-23T18:56:10.132950+00:00,completed,other,api_documentation,e4c183ff-3cea-41f7-ab62-3a176bcdb829,poc-user-08,"[""api_documentation"", ""openai"", ""generated""]"
cca3d89c-9174-4ed8-ba4f-d4f352ea1e79,2026-01-25T14:55:43.661950+00:00,2026-01-25T14:55:47.344950+00:00,completed,other,social_media_posting,d0ae0ecc-11f3-4511-bdcd-95206b23f58b,poc-user-07,"[""social_media_posting"", ""openai"", ""generated""]"
0e51f5b5-3a84-425a-bc6e-9becb1683bbc,2026-01-23T15:10:32.661950+00:00,2026-01-23T15:10:36.883950+00:00,completed,claude,ticket_escalation,5d69a98c-3f0e-48a3-8f59-60a859934cdd,poc-user-09,"[""ticket_escalation"", ""claude"", ""generated""]"
54bbaa84-c0a1-47c5-bd07-153e616b77e0,2026-01-25T11:03:52.661950+00:00,2026-01-25T11:03:59.390950+00:00,completed,other,inventory_management,f98a0ba9-ef05-4571-8a66-6118a0737feb,poc-user-07,"[""inventory_management"", ""openai"", ""generated""]"
d0001bd2-c09d-4852-9b60-6828685eb897,2026-01-25T07:26:02.661950+00:00,2026-01-25T07:26:10.674950+00:00,failed,other,newsletter_generation,0e15fa7f-e2e6-47d1-84b5-2a019dd8444d,poc-user-05,"[""newsletter_generation"", ""openai"", ""generated""]"
25923c18-e530-466b-8465-c41a03bc0b0d,2026-01-27T15:12:13.661950+00:00,2026-01-27T15:12:23.841950+00:00,completed,openclaw,infra_monitoring,c02ca4eb-a8de-4ade-bc56-6349660e5088,poc-user-05,"[""infra_monitoring"", ""openclaw"", ""generated""]"
37431885-aee0-4397-b1b4-0de0044ce865,2026-01-23T11:28:06.661950+00:00,2026-01-23T11:28:10.507950+00:00,completed,other,content_moderation,aea1d7da-d801-41ae-9fbd-151dd9c25621,poc-user-06,"[""content_moderation"", ""openai"", ""generated""]"
81c9c46f-9fb6-452c-8c9f-4b016ddb0b55,2026-01-27T09:46:12.661950+00:00,2026-01-27T09:46:17.348950+00:00,completed,openclaw,content_moderation,ba06ff0c-72c1-4545-8887-c5170a546fe8,poc-user-03,"[""content_moderation"", ""openclaw"", ""generated""]"
f5e91f10-260f-464b-96ae-90560b913d93,2026-01-24T12:34:25.661950+00:00,2026-01-24T12:34:32.391950+00:00,completed,other,knowledge_base_update,dbb4fe5e-0bf1-4503-8986-ba59d95815c1,poc-user-09,"[""knowledge_base_update"", ""openai"", ""generated""]"
57e5f39e-b5d1-4eff-bd25-1e35b5722c75,2026-01-27T17:28:31.661950+00:00,2026-01-27T17:28:39.222950+00:00,completed,openclaw,ad_copy_writing,bfc4b459-055c-4c62-935d-15b9a09bf889,poc-user-07,"[""ad_copy_writing"", ""openclaw"", ""generated""]"
ebb64f5c-6702-4711-a823-405da27d26c1,2026-01-26T10:24:43.661950+00:00,2026-01-26T10:24:52.709950+00:00,completed,other,financial_forecasting,8ae568fc-7372-4ec8-afa2-4bbe8b8e01ac,poc-user-06,"[""financial_forecasting"", ""openai"", ""generated""]"
f4ac925c-cecd-4e7c-a1e8-17bd4ec5a27b,2026-01-27T19:09:07.661950+00:00,2026-01-27T19:09:12.500950+00:00,completed,mock,hotel_reservation,5e60e8cc-d6eb-4c51-b439-d70237ffd634,poc-user-04,"[""hotel_reservation"", ""mock"", ""generated""]"
d7c69bb4-d8a7-44cc-a24b-a4dd6759b3be,2026-01-25T11:42:41.661950+00:00,2026-01-25T11:42:49.750950+00:00,completed,openclaw,sentiment_analysis,22ffe713-ede7-4f83-b699-3e6e50e8b771,poc-user-03,"[""sentiment_analysis"", ""openclaw"", ""generated""]"
6086b21a-ea86-4b04-8808-d21635b18dac,2026-01-25T18:08:57.661950+00:00,2026-01-25T18:09:12.011950+00:00,completed,openclaw,code_debug,2e9e227b-e031-478a-8770-c192e9ee15ca,poc-user-08,"[""code_debug"", ""openclaw"", ""generated""]"
427e444b-1248-4896-878b-9860fe812863,2026-01-25T09:42:13.661950+00:00,2026-01-25T09:42:27.071950+00:00,completed,other,market_research,be52625c-2043-43da-bd56-05a3b48e5f75,poc-user-04,"[""market_research"", ""openai"", ""generated""]"
ea6cdee7-fe3b-4b27-a85b-cd90e2e83901,2026-01-24T08:10:23.661950+00:00,2026-01-24T08:10:34.680950+00:00,completed,claude,contract_review,dfeebcfa-03a7-4d5f-a6f9-46a951317429,poc-user-10,"[""contract_review"", ""claude"", ""generated""]"
ff82949d-1a6f-4c65-8fd4-4f6c576b89ed,2026-01-27T15:16:10.661950+00:00,2026-01-27T15:16:12.408950+00:00,completed,claude,slack_notification,346824e5-e41c-4c70-ad0a-124214d7936a,poc-user-08,"[""slack_notification"", ""claude"", ""generated""]"
418f4d71-3d3b-4351-8870-ea179c77eff9,2026-01-23T19:49:43.661950+00:00,2026-01-23T19:49:49.089950+00:00,completed,openclaw,content_moderation,f1e63bd9-9dfe-453f-ab06-403ca0a94488,poc-user-06,"[""content_moderation"", ""openclaw"", ""generated""]"
ec2a7549-b9a0-4c17-b92d-a8e69d8081d3,2026-01-24T12:37:16.661950+00:00,2026-01-24T12:37:29.984950+00:00,completed,other,dependency_upgrade,bc9c7d91-58b4-4954-962d-8d6439ce5c0c,poc-user-01,"[""dependency_upgrade"", ""openai"", ""generated""]"
75bd8c40-bb22-4941-a73b-1d56d29e4ada,2026-01-23T17:30:59.661950+00:00,2026-01-23T17:31:10.803950+00:00,completed,claude,flight_booking,688f90dd-e514-4d96-b632-4707cd1a62af,poc-user-05,"[""flight_booking"", ""claude"", ""generated""]"
d905436e-ff02-4267-9f36-5c52e2c86855,2026-01-27T11:12:33.661950+00:00,2026-01-27T11:12:40.787950+00:00,completed,openclaw,lead_scoring,a0769a99-75c1-4503-9c10-c1226bdf29db,poc-user-08,"[""lead_scoring"", ""openclaw"", ""generated""]"
f03ef821-093b-43a1-a9f2-29835c2486bd,2026-01-25T16:49:29.661950+00:00,2026-01-25T16:49:30.892950+00:00,completed,mock,text_classification,8f0dfb95-9c6b-4098-b2ec-976b10e88505,poc-user-10,"[""text_classification"", ""mock"", ""generated""]"
a80b7b28-b79a-43c3-bdde-18f986329767,2026-01-27T16:15:47.661950+00:00,2026-01-27T16:15:56.295950+00:00,completed,other,newsletter_generation,d14d1906-1c24-4c04-9bfe-d9e028df1758,poc-user-07,"[""newsletter_generation"", ""openai"", ""generated""]"
705f0afc-871c-4d81-bcd3-e3e320b28e5e,2026-01-24T13:25:55.661950+00:00,2026-01-24T13:25:59.051950+00:00,completed,other,content_moderation,a04a538b-1ace-40fd-9334-294697971619,poc-user-04,"[""content_moderation"", ""openai"", ""generated""]"
8305b5c7-ae6c-4d72-ab1a-5f6c5ac556f4,2026-01-25T13:54:24.661950+00:00,2026-01-25T13:54:43.569950+00:00,completed,openclaw,literature_review,d63953b7-0f22-413e-8648-d2cfcbd477ff,poc-user-10,"[""literature_review"", ""openclaw"", ""generated""]"
06557f69-cc8d-4430-9da3-96a129f4c2d6,2026-01-25T22:18:22.661950+00:00,2026-01-25T22:18:30.305950+00:00,completed,other,price_comparison,26cafdcd-1c9f-43dd-8f34-34fd5247415e,poc-user-10,"[""price_comparison"", ""openai"", ""generated""]"
28c7e0f9-2854-4530-89c8-67ac1473f768,2026-01-27T08:54:01.661950+00:00,2026-01-27T08:54:08.730950+00:00,completed,other,scheduling_optimization,82e7bcd2-9ea5-4f03-b3aa-34e7f4e1155f,poc-user-06,"[""scheduling_optimization"", ""openai"", ""generated""]"
95b82225-b6f6-4f62-affa-00f5f4c4aaf8,2026-01-28T20:35:28.661950+00:00,2026-01-28T20:35:32.702950+00:00,completed,mock,supply_chain_tracking,9d1ce32b-0bdb-4a35-81a2-67dee3848122,poc-user-05,"[""supply_chain_tracking"", ""mock"", ""generated""]"
4070a47b-c197-4357-8bf4-8e658382e228,2026-01-28T11:26:56.661950+00:00,2026-01-28T11:27:11.346950+00:00,completed,openclaw,flight_booking,a746a494-fa3c-4c93-8b4a-f9e9fa764c38,poc-user-03,"[""flight_booking"", ""openclaw"", ""generated""]"
0bff01ad-33eb-49b3-a187-ea349a2331b6,2026-01-25T06:00:31.661950+00:00,2026-01-25T06:00:43.133950+00:00,completed,openclaw,hotel_reservation,d7349262-23db-4eda-889f-6b7cdcd0f1ab,poc-user-02,"[""hotel_reservation"", ""openclaw"", ""generated""]"
