step_id,run_id,parent_step_id,name,type,status,started_at,ended_at,duration_ms,tokens_prompt,tokens_completion,cost_usd,input,output,error_message,error_code,error_stack
de7a22e5-3981-4464-82d2-8ff316a48e5d,1352aea9-bb78-4ff4-ad8b-1853a1214329,5041efc6-e852-44ff-9005-5c43166772e4,Search Customer History,tool,completed,2026-01-23T03:27:01.086058+00:00,2026-01-23T03:27:01.409058+00:00,323,0,0,0.0,"{""task"": ""Search Customer History""}","{""result"": ""Search Customer History completed""}",,,
27896258-2709-46a5-bb05-e1a0a00c042f,1352aea9-bb78-4ff4-ad8b-1853a1214329,5041efc6-e852-44ff-9005-5c43166772e4,Sentiment Analysis,llm,completed,2026-01-23T03:27:01.409058+00:00,2026-01-23T03:27:01.735058+00:00,326,263,72,0.000407,"{""task"": ""Sentiment Analysis""}","{""result"": ""Sentiment Analysis completed""}",,,
4da2a518-bfc6-45f6-b0bb-39a0656f3ae2,1352aea9-bb78-4ff4-ad8b-1853a1214329,27896258-2709-46a5-bb05-e1a0a00c042f,Draft Response,llm,completed,2026-01-23T03:27:01.735058+00:00,2026-01-23T03:27:02.602058+00:00,867,1294,421,0.002136,"{""task"": ""Draft Response""}","{""result"": ""Draft Response completed""}",,,
95a9a570-167f-432a-b35c-7c3f6060f8dd,1352aea9-bb78-4ff4-ad8b-1853a1214329,4da2a518-bfc6-45f6-b0bb-39a0656f3ae2,Quality Check,llm,completed,2026-01-23T03:27:02.602058+00:00,2026-01-23T03:27:03.294058+00:00,692,719,128,0.000975,"{""task"": ""Quality Check""}","{""result"": ""Quality Check completed""}",,,
88387935-ee3d-4686-83b5-4bbc1ee738cd,1352aea9-bb78-4ff4-ad8b-1853a1214329,95a9a570-167f-432a-b35c-7c3f6060f8dd,Final Output,final,completed,2026-01-23T03:27:03.294058+00:00,2026-01-23T03:27:03.344058+00:00,50,39,23,8.5e-05,"{""task"": ""Final Output""}","{""result"": ""Final Output completed""}",,,
3867ffbc-4a70-418f-80a2-b5ec6b096270,e14f24e4-335b-4e0a-9efe-902383834f3b,,Customer Support Agent,plan,completed,2026-01-24T17:38:41.051058+00:00,2026-01-24T17:38:41.307058+00:00,256,179,104,0.01161,"{""task"": ""Customer Support Agent""}","{""result"": ""Customer Support Agent completed""}",,,
f5288881-9ace-4ca2-aa31-59136aca561e,e14f24e4-335b-4e0a-9efe-902383834f3b,3867ffbc-4a70-418f-80a2-b5ec6b096270,Classify Intent,llm,completed,2026-01-24T17:38:41.307058+00:00,2026-01-24T17:38:42.366058+00:00,1059,578,163,0.02712,"{""task"": ""Classify Intent""}","{""result"": ""Classify Intent completed""}",,,
bedfb52c-2f17-4838-b695-4beac0553edf,e14f24e4-335b-4e0a-9efe-902383834f3b,f5288881-9ace-4ca2-aa31-59136aca561e,Retrieve KB Articles,tool,completed,2026-01-24T17:38:42.366058+00:00,2026-01-24T17:38:43.163058+00:00,797,0,0,0.0,"{""task"": ""Retrieve KB Articles""}","{""result"": ""Retrieve KB Articles completed""}",,,
aebc2813-002a-42e3-a8f2-f1f3fe3155c8,e14f24e4-335b-4e0a-9efe-902383834f3b,f5288881-9ace-4ca2-aa31-59136aca561e,Search Customer History,tool,completed,2026-01-24T17:38:43.163058+00:00,2026-01-24T17:38:43.807058+00:00,644,0,0,0.0,"{""task"": ""Search Customer History""}","{""result"": ""Search Customer History completed""}",,,
12331276-3bf4-407c-8192-4d96a3618393,e14f24e4-335b-4e0a-9efe-902383834f3b,f5288881-9ace-4ca2-aa31-59136aca561e,Sentiment Analysis,llm,completed,2026-01-24T17:38:43.807058+00:00,2026-01-24T17:38:44.577058+00:00,770,359,95,0.01647,"{""task"": ""Sentiment Analysis""}","{""result"": ""Sentiment Analysis completed""}",,,
7f93639d-1652-4aef-960e-e98215fe3e58,e14f24e4-335b-4e0a-9efe-902383834f3b,12331276-3bf4-407c-8192-4d96a3618393,Draft Response,llm,completed,2026-01-24T17:38:44.577058+00:00,2026-01-24T17:38:46.887058+00:00,2310,1580,517,0.07842,"{""task"": ""Draft Response""}","{""result"": ""Draft Response completed""}",,,
6a420137-a64a-4fff-b190-5a459686f2cd,e14f24e4-335b-4e0a-9efe-902383834f3b,7f93639d-1652-4aef-960e-e98215fe3e58,Quality Check,llm,completed,2026-01-24T17:38:46.887058+00:00,2026-01-24T17:38:48.097058+00:00,1210,1081,229,0.04617,"{""task"": ""Quality Check""}","{""result"": ""Quality Check completed""}",,,
a9c07089-1eb2-4a3f-91f2-707439c6e969,e14f24e4-335b-4e0a-9efe-902383834f3b,6a420137-a64a-4fff-b190-5a459686f2cd,Final Output,final,completed,2026-01-24T17:38:48.097058+00:00,2026-01-24T17:38:48.183058+00:00,86,79,35,0.00447,"{""task"": ""Final Output""}","{""result"": ""Final Output completed""}",,,
0706a36f-78cd-4a2b-8ba1-b3b6047cba6f,ae51d988-211c-40a2-9e7d-e1d638dc8cff,,Customer Support Agent,plan,completed,2026-01-23T15:00:57.051058+00:00,2026-01-23T15:00:57.298058+00:00,247,203,82,0.01101,"{""task"": ""Customer Support Agent""}","{""result"": ""Customer Support Agent completed""}",,,
ebb34f65-935e-4d4d-adea-df376d7b4e1c,ae51d988-211c-40a2-9e7d-e1d638dc8cff,0706a36f-78cd-4a2b-8ba1-b3b6047cba6f,Classify Intent,llm,completed,2026-01-23T15:00:57.298058+00:00,2026-01-23T15:00:58.272058+00:00,974,450,163,0.02328,"{""task"": ""Classify Intent""}","{""result"": ""Classify Intent completed""}",,,
27c97f82-d87b-4b26-b9f9-da7dec5daa2d,ae51d988-211c-40a2-9e7d-e1d638dc8cff,ebb34f65-935e-4d4d-adea-df376d7b4e1c,Retrieve KB Articles,tool,completed,2026-01-23T15:00:58.272058+00:00,2026-01-23T15:00:59.124058+00:00,852,0,0,0.0,"{""task"": ""Retrieve KB Articles""}","{""result"": ""Retrieve KB Articles completed""}",,,
4144d572-8adb-42fd-b250-6fabaa15b5a5,ae51d988-211c-40a2-9e7d-e1d638dc8cff,ebb34f65-935e-4d4d-adea-df376d7b4e1c,Search Customer History,tool,completed,2026-01-23T15:00:59.124058+00:00,2026-01-23T15:00:59.706058+00:00,582,0,0,0.0,"{""task"": ""Search Customer History""}","{""result"": ""Search Customer History completed""}",,,
5e8777b0-585d-459d-b701-7c371a08dcbb,ae51d988-211c-40a2-9e7d-e1d638dc8cff,ebb34f65-935e-4d4d-adea-df376d7b4e1c,Sentiment Analysis,llm,completed,2026-01-23T15:00:59.706058+00:00,2026-01-23T15:01:00.515058+00:00,809,481,107,0.02085,"{""task"": ""Sentiment Analysis""}","{""result"": ""Sentiment Analysis completed""}",,,
19eb5224-9f6a-4336-807c-29764b3705f0,ae51d988-211c-40a2-9e7d-e1d638dc8cff,5e8777b0-585d-459d-b701-7c371a08dcbb,Draft Response,llm,completed,2026-01-23T15:01:00.515058+00:00,2026-01-23T15:01:02.620058+00:00,2105,2128,661,0.1035,"{""task"": ""Draft Response""}","{""result"": ""Draft Response completed""}",,,
861b135b-d1e7-4fe4-a084-d011ea7413db,ae51d988-211c-40a2-9e7d-e1d638dc8cff,19eb5224-9f6a-4336-807c-29764b3705f0,Quality Check,llm,completed,2026-01-23T15:01:02.620058+00:00,2026-01-23T15:01:03.875058+00:00,1255,1036,234,0.04512,"{""task"": ""Quality Check""}","{""result"": ""Quality Check completed""}",,,
9fdd772d-09b6-407f-8fa7-cf5d35fb3625,ae51d988-211c-40a2-9e7d-e1d638dc8cff,861b135b-d1e7-4fe4-a084-d011ea7413db,Final Output,final,completed,2026-01-23T15:01:03.875058+00:00,2026-01-23T15:01:03.953058+00:00,78,79,37,0.00459,"{""task"": ""Final Output""}","{""result"": ""Final Output completed""}",,,
1d495cb9-b41e-4d51-84bd-25e0d67b3f8d,c8e46a63-ef51-4c94-a74f-0fae47cc383c,,Simple Task Agent,plan,completed,2026-01-25T12:15:17.051058+00:00,2026-01-25T12:15:17.284058+00:00,233,97,40,0.001736,"{""task"": ""Simple Task Agent""}","{""result"": ""Simple Task Agent completed""}",,,
9cd1f252-7604-48b3-97bf-2355700f97fd,c8e46a63-ef51-4c94-a74f-0fae47cc383c,1d495cb9-b41e-4d51-84bd-25e0d67b3f8d,API Lookup,tool,completed,2026-01-25T12:15:17.284058+00:00,2026-01-25T12:15:18.466058+00:00,1182,0,0,0.0,"{""task"": ""API Lookup""}","{""result"": ""API Lookup completed""}",,,
c6b7ba4b-b348-41d0-bc03-871a670167fa,c8e46a63-ef51-4c94-a74f-0fae47cc383c,9cd1f252-7604-48b3-97bf-2355700f97fd,Format Response,llm,completed,2026-01-25T12:15:18.466058+00:00,2026-01-25T12:15:20.015058+00:00,1549,325,116,0.005384,"{""task"": ""Format Response""}","{""result"": ""Format Response completed""}",,,
611fd787-cc72-4abf-8a74-fb3c612011af,c8e46a63-ef51-4c94-a74f-0fae47cc383c,c6b7ba4b-b348-41d0-bc03-871a670167fa,Final Output,final,completed,2026-01-25T12:15:20.015058+00:00,2026-01-25T12:15:20.076058+00:00,61,43,20,0.000824,"{""task"": ""Final Output""}","{""result"": ""Final Output completed""}",,,
157e3c0a-b0e2-4876-b5c5-3f2e0bbc5bfa,62001ac3-15bf-4238-9e3a-e4c4ce6ba721,,Email Drafting Agent,plan,completed,2026-01-24T19:37:44.051058+00:00,2026-01-24T19:37:44.207058+00:00,156,159,71,0.00903,"{""task"": ""Email Drafting Agent""}","{""result"": ""Email Drafting Agent completed""}",,,
f6fb356e-e30f-462f-9025-bf41804c8e83,62001ac3-15bf-4238-9e3a-e4c4ce6ba721,157e3c0a-b0e2-4876-b5c5-3f2e0bbc5bfa,Retrieve Context,tool,completed,2026-01-24T19:37:44.207058+00:00,2026-01-24T19:37:44.711058+00:00,504,0,0,0.0,"{""task"": ""Retrieve Context""}","{""result"": ""Retrieve Context completed""}",,,
49590c6d-43c5-4d5d-b4be-abe5cac9c86c,62001ac3-15bf-4238-9e3a-e4c4ce6ba721,157e3c0a-b0e2-4876-b5c5-3f2e0bbc5bfa,Classify Request Type,llm,completed,2026-01-24T19:37:44.711058+00:00,2026-01-24T19:37:45.470058+00:00,759,425,104,0.01899,"{""task"": ""Classify Request Type""}","{""result"": ""Classify Request Type completed""}",,,
0c9dffe8-9bbe-4af3-bb39-b2dc6fe2ed32,62001ac3-15bf-4238-9e3a-e4c4ce6ba721,49590c6d-43c5-4d5d-b4be-abe5cac9c86c,Draft Email,llm,completed,2026-01-24T19:37:45.470058+00:00,2026-01-24T19:37:47.510058+00:00,2040,1509,643,0.08385,"{""task"": ""Draft Email""}","{""result"": ""Draft Email completed""}",,,
a97676e1-46df-4998-8a8d-0c5acd4f9f59,62001ac3-15bf-4238-9e3a-e4c4ce6ba721,0c9dffe8-9bbe-4af3-bb39-b2dc6fe2ed32,Tone Check,llm,completed,2026-01-24T19:37:47.510058+00:00,2026-01-24T19:37:48.297058+00:00,787,686,125,0.02808,"{""task"": ""Tone Check""}","{""result"": ""Tone Check completed""}",,,
1a1b75b6-7e71-48b6-898a-93724a4882fd,62001ac3-15bf-4238-9e3a-e4c4ce6ba721,a97676e1-46df-4998-8a8d-0c5acd4f9f59,Proofread,llm,completed,2026-01-24T19:37:48.297058+00:00,2026-01-24T19:37:49.380058+00:00,1083,879,184,0.03741,"{""task"": ""Proofread""}","{""result"": ""Proofread completed""}",,,
a3d30e6c-b619-46ec-9f07-503067963dfc,62001ac3-15bf-4238-9e3a-e4c4ce6ba721,1a1b75b6-7e71-48b6-898a-93724a4882fd,Final Output,final,completed,2026-01-24T19:37:49.380058+00:00,2026-01-24T19:37:49.441058+00:00,61,50,26,0.00306,"{""task"": ""Final Output""}","{""result"": ""Final Output completed""}",,,
79aefb20-84ea-4899-b48b-94103fe6d136,4a5199ba-22f0-4c21-b876-9e5b8caa4d27,,Email Drafting Agent,plan,completed,2026-01-25T14:01:05.051058+00:00,2026-01-25T14:01:05.180058+00:00,129,117,67,0.00753,"{""task"": ""Email Drafting Agent""}","{""result"": ""Email Drafting Agent completed""}",,,
a5f57cf0-cb75-41d4-a7ad-0fd3f6738112,4a5199ba-22f0-4c21-b876-9e5b8caa4d27,79aefb20-84ea-4899-b48b-94103fe6d136,Retrieve Context,tool,completed,2026-01-25T14:01:05.180058+00:00,2026-01-25T14:01:05.671058+00:00,491,0,0,0.0,"{""task"": ""Retrieve Context""}","{""result"": ""Retrieve Context completed""}",,,
7d18df33-599b-43cc-aa13-38dd808c3ab4,4a5199ba-22f0-4c21-b876-9e5b8caa4d27,79aefb20-84ea-4899-b48b-94103fe6d136,Classify Request Type,llm,completed,2026-01-25T14:01:05.671058+00:00,2026-01-25T14:01:06.494058+00:00,823,406,87,0.0174,"{""task"": ""Classify Request Type""}","{""result"": ""Classify Request Type completed""}",,,
8fb68187-cb42-469c-aa1d-73591300a018,4a5199ba-22f0-4c21-b876-9e5b8caa4d27,7d18df33-599b-43cc-aa13-38dd808c3ab4,Draft Email,llm,completed,2026-01-25T14:01:06.494058+00:00,2026-01-25T14:01:07.959058+00:00,1465,1563,518,0.07797,"{""task"": ""Draft Email""}","{""result"": ""Draft Email completed""}",,,
f8311d60-0819-49f0-91b0-d5157f1d2573,4a5199ba-22f0-4c21-b876-9e5b8caa4d27,8fb68187-cb42-469c-aa1d-73591300a018,Tone Check,llm,completed,2026-01-25T14:01:07.959058+00:00,2026-01-25T14:01:08.909058+00:00,950,557,140,0.02511,"{""task"": ""Tone Check""}","{""result"": ""Tone Check completed""}",,,
f7a3ae47-2050-466b-9033-2b967e560789,4a5199ba-22f0-4c21-b876-9e5b8caa4d27,f8311d60-0819-49f0-91b0-d5157f1d2573,Proofread,llm,completed,2026-01-25T14:01:08.909058+00:00,2026-01-25T14:01:09.985058+00:00,1076,864,182,0.03684,"{""task"": ""Proofread""}","{""result"": ""Proofread completed""}",,,
57c21324-0633-460c-94c6-653ca06404c6,4a5199ba-22f0-4c21-b876-9e5b8caa4d27,f7a3ae47-2050-466b-9033-2b967e560789,Final Output,final,completed,2026-01-25T14:01:09.985058+00:00,2026-01-25T14:01:10.047058+00:00,62,48,25,0.00294,"{""task"": ""Final Output""}","{""result"": ""Final Output completed""}",,,
52af901e-29f4-4d7d-8cd2-89f60438771b,b2cdd757-8492-4382-a921-bb74154cea25,,Code Debug Assistant,plan,completed,2026-01-23T07:42:07.051058+00:00,2026-01-23T07:42:07.535058+00:00,484,143,87,0.003232,"{""task"": ""Code Debug Assistant""}","{""result"": ""Code Debug Assistant completed""}",,,
a44a1315-0ed7-4ce4-8522-91f9211741b4,b2cdd757-8492-4382-a921-bb74154cea25,52af901e-29f4-4d7d-8cd2-89f60438771b,Read Source File,tool,completed,2026-01-23T07:42:07.535058+00:00,2026-01-23T07:42:07.782058+00:00,247,0,0,0.0,"{""task"": ""Read Source File""}","{""result"": ""Read Source File completed""}",,,
ef56a419-68c6-4cfb-b2cb-c38ce8970c82,b2cdd757-8492-4382-a921-bb74154cea25,52af901e-29f4-4d7d-8cd2-89f60438771b,Read Test File,tool,completed,2026-01-23T07:42:07.782058+00:00,2026-01-23T07:42:08.004058+00:00,222,0,0,0.0,"{""task"": ""Read Test File""}","{""result"": ""Read Test File completed""}",,,
90df11a9-469a-4a80-a721-39321d6a1cb1,b2cdd757-8492-4382-a921-bb74154cea25,ef56a419-68c6-4cfb-b2cb-c38ce8970c82,Analyze Error Pattern,llm,completed,2026-01-23T07:42:08.004058+00:00,2026-01-23T07:42:10.431058+00:00,2427,910,328,0.015152,"{""task"": ""Analyze Error Pattern""}","{""result"": ""Analyze Error Pattern completed""}",,,
f24f1565-f739-4ead-8637-1a9663c6abc0,b2cdd757-8492-4382-a921-bb74154cea25,90df11a9-469a-4a80-a721-39321d6a1cb1,Search Documentation,tool,completed,2026-01-23T07:42:10.431058+00:00,2026-01-23T07:42:12.108058+00:00,1677,0,0,0.0,"{""task"": ""Search Documentation""}","{""result"": ""Search Documentation completed""}",,,
5f5d0209-432e-403d-a19c-81377d65c931,b2cdd757-8492-4382-a921-bb74154cea25,90df11a9-469a-4a80-a721-39321d6a1cb1,Search Codebase,tool,completed,2026-01-23T07:42:12.108058+00:00,2026-01-23T07:42:13.426058+00:00,1318,0,0,0.0,"{""task"": ""Search Codebase""}","{""result"": ""Search Codebase completed""}",,,
598953cc-e84e-462b-817c-0a43666b3930,b2cdd757-8492-4382-a921-bb74154cea25,5f5d0209-432e-403d-a19c-81377d65c931,Generate Fix,llm,completed,2026-01-23T07:42:13.426058+00:00,2026-01-23T07:42:15.921058+00:00,2495,1418,287,0.018232,"{""task"": ""Generate Fix""}","{""result"": ""Generate Fix completed""}",,,
633cfb7e-8f29-4fc9-87dc-83244f874015,b2cdd757-8492-4382-a921-bb74154cea25,598953cc-e84e-462b-817c-0a43666b3930,Apply Patch,tool,completed,2026-01-23T07:42:15.921058+00:00,2026-01-23T07:42:16.154058+00:00,233,0,0,0.0,"{""task"": ""Apply Patch""}","{""result"": ""Apply Patch completed""}",,,
024c42e9-7b35-4c02-84a1-4d31bce71814,b2cdd757-8492-4382-a921-bb74154cea25,633cfb7e-8f29-4fc9-87dc-83244f874015,Run Tests,tool,completed,2026-01-23T07:42:16.154058+00:00,2026-01-23T07:42:20.144058+00:00,3990,0,0,0.0,"{""task"": ""Run Tests""}","{""result"": ""Run Tests completed""}",,,
703fbd3a-f48f-4fa0-97e6-185c0ee9197d,b2cdd757-8492-4382-a921-bb74154cea25,024c42e9-7b35-4c02-84a1-4d31bce71814,Format Response,llm,completed,2026-01-23T07:42:20.144058+00:00,2026-01-23T07:42:21.271058+00:00,1127,524,170,0.008272,"{""task"": ""Format Response""}","{""result"": ""Format Response completed""}",,,
0de29077-00a6-4e79-a0fd-fe4ba6c0e2ef,b2cdd757-8492-4382-a921-bb74154cea25,703fbd3a-f48f-4fa0-97e6-185c0ee9197d,Final Output,final,completed,2026-01-23T07:42:21.271058+00:00,2026-01-23T07:42:21.355058+00:00,84,67,41,0.00152,"{""task"": ""Final Output""}","{""result"": ""Final Output completed""}",,,
6f02eeb3-c753-40f3-9db6-fac58a309acb,e4af85b8-e257-4ecf-9342-b7604f895be4,,Data Analysis Agent,plan,completed,2026-01-24T16:27:11.051058+00:00,2026-01-24T16:27:11.446058+00:00,395,272,104,0.0144,"{""task"": ""Data Analysis Agent""}","{""result"": ""Data Analysis Agent completed""}",,,
d39bcbdb-8940-4641-82a6-d95c1fb752bb,e4af85b8-e257-4ecf-9342-b7604f895be4,6f02eeb3-c753-40f3-9db6-fac58a309acb,Load Dataset,tool,completed,2026-01-24T16:27:11.446058+00:00,2026-01-24T16:27:12.474058+00:00,1028,0,0,0.0,"{""task"": ""Load Dataset""}","{""result"": ""Load Dataset completed""}",,,
22fa778f-2792-40af-bbe3-ab4e649ed599,e4af85b8-e257-4ecf-9342-b7604f895be4,6f02eeb3-c753-40f3-9db6-fac58a309acb,Clean & Validate Data,tool,completed,2026-01-24T16:27:12.474058+00:00,2026-01-24T16:27:15.284058+00:00,2810,0,0,0.0,"{""task"": ""Clean & Validate Data""}","{""result"": ""Clean & Validate Data completed""}",,,
c89cee17-43ec-4c40-a7ca-85a4174f3213,e4af85b8-e257-4ecf-9342-b7604f895be4,22fa778f-2792-40af-bbe3-ab4e649ed599,Statistical Summary,llm,completed,2026-01-24T16:27:15.284058+00:00,2026-01-24T16:27:17.718058+00:00,2434,2343,575,0.10479,"{""task"": ""Statistical Summary""}","{""result"": ""Statistical Summary completed""}",,,
35b77fe2-015f-4d2d-9cb7-ce544b0c3aa7,e4af85b8-e257-4ecf-9342-b7604f895be4,c89cee17-43ec-4c40-a7ca-85a4174f3213,Detect Anomalies,llm,completed,2026-01-24T16:27:17.718058+00:00,2026-01-24T16:27:20.566058+00:00,2848,2270,907,0.12252,"{""task"": ""Detect Anomalies""}","{""result"": ""Detect Anomalies completed""}",,,
3bdbb0b0-6805-4e95-a6ac-55574cb09120,e4af85b8-e257-4ecf-9342-b7604f895be4,35b77fe2-015f-4d2d-9cb7-ce544b0c3aa7,Generate Charts,tool,completed,2026-01-24T16:27:20.566058+00:00,2026-01-24T16:27:22.372058+00:00,1806,0,0,0.0,"{""task"": ""Generate Charts""}","{""result"": ""Generate Charts completed""}",,,
